Area Name,Area Type,Year,Labor Force,Employment,Unemployment,Unemployment Rate,Average Monthly Employment,Total Wages (All Workers),Average Weekly Wages,Establishments,Total Expenditures,Estimated Population,Expenditures Per Capita
Glenn County,County,2019.0,12990.0,12180.0,800.0,6.2,286.72,4882146.92,835.78,34.79,93915379.0,29132.0,3224.0
Humboldt County,County,2019.0,62100.0,59900.0,2300.0,3.6,551.58,8820142.39,837.95,70.97,400220086.0,135333.0,2957.0
Imperial County,County,2019.0,73500.0,58300.0,15200.0,20.7,823.3,13490392.63,819.35,92.26,443573873.0,190266.0,2331.0
Inyo County,County,2019.0,8760.0,8440.0,310.0,3.6,251.74,4433192.51,847.27,24.53,78093100.0,18593.0,4200.0
Kern County,County,2019.0,388200.0,357700.0,30400.0,7.8,2382.13,45468231.31,982.69,155.05,1844654959.0,916464.0,2013.0
Kings County,County,2019.0,57800.0,53200.0,4600.0,8.0,744.34,13343703.08,822.59,61.71,289041197.0,153710.0,1880.0
Lake County,County,2019.0,29010.0,27530.0,1490.0,5.1,361.78,5614015.19,773.42,71.86,169593043.0,65071.0,2606.0
Lassen County,County,2019.0,9720.0,9260.0,450.0,4.7,263.95,5185401.95,819.32,19.08,66208706.0,30150.0,2196.0
Los Angeles County,County,2019.0,5148600.0,4917700.0,230900.0,4.5,18233.25,488501568.6,1365.38,2074.34,28083917455.0,10253716.0,2739.0
Madera County,County,2019.0,62100.0,57800.0,4300.0,7.0,731.69,12749524.49,829.18,64.23,298185069.0,159536.0,1869.0
Marin County,County,2019.0,138600.0,135400.0,3200.0,2.3,1054.8,30516090.08,1382.91,120.52,690137856.0,262879.0,2625.0
Mariposa County,County,2019.0,7630.0,7270.0,350.0,4.6,218.88,3600611.55,809.97,20.51,86891541.0,18068.0,4809.0
Mendocino County,County,2019.0,38670.0,37120.0,1550.0,4.0,438.95,7016343.59,801.47,63.46,261959057.0,89009.0,2943.0
Merced County,County,2019.0,115800.0,106300.0,9500.0,8.2,1039.72,17595584.92,813.05,89.89,580729431.0,282928.0,2053.0
Modoc County,County,2019.0,3170.0,2950.0,230.0,7.2,125.97,2017897.84,784.86,18.32,33609521.0,9602.0,3500.0
Mono County,County,2019.0,8510.0,8190.0,320.0,3.7,272.41,4194701.28,898.37,23.78,66162053.0,13616.0,4859.0
Monterey County,County,2019.0,221200.0,207200.0,14000.0,6.3,1642.55,31504967.0,1063.24,124.73,1247060181.0,445414.0,2800.0
Napa County,County,2019.0,73200.0,71100.0,2100.0,2.9,1006.41,22849401.59,1182.17,77.84,390786557.0,140779.0,2776.0
Nevada County,County,2019.0,48410.0,46780.0,1630.0,3.4,437.75,7932352.97,900.76,54.11,192568927.0,98904.0,1947.0
Orange County,County,2019.0,1613900.0,1568400.0,45500.0,2.8,8091.4,210151265.91,1321.18,631.7,4972108200.0,3222498.0,1543.0
Placer County,County,2019.0,188700.0,182700.0,5900.0,3.1,1456.73,33356002.04,1103.8,122.78,732183711.0,396691.0,1846.0
Plumas County,County,2019.0,7880.0,7270.0,610.0,7.8,215.27,3719805.65,779.62,30.05,63793630.0,19779.0,3225.0
Riverside County,County,2019.0,1106200.0,1059500.0,46700.0,4.2,4070.06,74432217.22,989.66,388.71,4900770123.0,2440124.0,2008.0
Sacramento County,County,2019.0,710500.0,684000.0,26400.0,3.7,4001.67,100061269.08,1180.07,373.62,3529448000.0,1546174.0,2283.0
San Benito County,County,2019.0,32300.0,30700.0,1600.0,5.0,371.41,7290246.91,949.34,38.21,106134564.0,62296.0,1704.0
San Bernardino County,County,2019.0,965400.0,928100.0,37400.0,3.9,3997.2,77161457.9,1000.01,340.21,4733902714.0,2192203.0,2159.0
San Diego County,County,2019.0,1580800.0,1529400.0,51400.0,3.3,7304.7,186647515.98,1235.1,575.38,5030257683.0,3351786.0,1501.0
San Francisco County,County,2019.0,579900.0,567000.0,12900.0,2.2,4956.88,257904947.91,1888.87,429.25,2420077983.4,1307601.78,4678.16
San Joaquin County,County,2019.0,326600.0,307100.0,19500.0,6.0,1882.47,36175809.73,1006.48,141.46,1713072291.0,770385.0,2224.0
San Luis Obispo County,County,2019.0,139700.0,135600.0,4100.0,2.9,1007.67,19704784.57,955.44,93.53,660037479.0,280393.0,2354.0
San Mateo County,County,2019.0,456600.0,447100.0,9500.0,2.1,2950.27,144545472.71,1683.29,216.44,1988258994.0,774485.0,2567.0
Santa Barbara County,County,2019.0,222400.0,214300.0,8100.0,3.6,1433.96,31440570.8,1116.52,116.75,1039577506.0,454593.0,2287.0
Santa Clara County,County,2019.0,1048800.0,1022300.0,26400.0,2.5,6615.37,369966063.23,1666.01,447.84,6552829345.0,1954286.0,3353.0
Santa Cruz County,County,2019.0,141200.0,134200.0,7000.0,4.9,947.26,20583929.08,1077.68,94.77,657637176.0,274871.0,2393.0
Shasta County,County,2019.0,72900.0,69300.0,3500.0,4.8,674.85,12108491.67,929.39,77.88,358445813.0,178773.0,2005.0
Sierra County,County,2019.0,1330.0,1260.0,70.0,5.4,54.45,785640.74,679.31,12.85,19527763.0,3213.0,6078.0
Siskiyou County,County,2019.0,17160.0,16040.0,1120.0,6.5,285.28,4713146.26,821.55,38.83,113480236.0,44584.0,2545.0
Solano County,County,2019.0,208100.0,200200.0,7900.0,3.8,1198.08,29414862.51,1075.01,103.72,754233944.0,441307.0,1709.0
Sonoma County,County,2019.0,257200.0,250200.0,7000.0,2.7,1488.57,33834132.7,1154.77,152.46,1156054776.0,500675.0,2309.0
Stanislaus County,County,2019.0,242500.0,227700.0,14800.0,6.1,1590.0,30739655.93,956.31,141.66,1142654541.0,558972.0,2044.0
Sutter County,County,2019.0,45500.0,42100.0,3400.0,7.4,596.44,9866817.23,841.43,68.72,234812286.0,97490.0,2409.0
Tehama County,County,2019.0,25560.0,24110.0,1450.0,5.7,371.09,6449431.57,783.3,47.49,143427561.0,64387.0,2228.0
Trinity County,County,2019.0,4640.0,4390.0,260.0,5.5,131.79,2041408.57,777.83,23.4,57953648.0,13688.0,4234.0
Tulare County,County,2019.0,202100.0,182400.0,19800.0,9.8,1517.17,24412649.37,851.64,114.92,914042557.0,479112.0,1908.0
Tuolumne County,County,2019.0,20940.0,19980.0,960.0,4.6,340.86,6030691.57,888.95,36.91,183283258.0,54590.0,3357.0
Ventura County,County,2019.0,421500.0,406200.0,15400.0,3.6,2155.79,49681572.17,1172.15,187.66,2252460149.0,856598.0,2630.0
Yolo County,County,2019.0,108000.0,103500.0,4500.0,4.2,1013.11,23107258.05,1080.65,78.99,429071702.0,222581.0,1928.0
Yuba County,County,2019.0,29700.0,27900.0,1800.0,6.2,355.27,7233660.94,792.75,33.7,194828890.0,77916.0,2500.0
California,State,2020.0,18958600.0,17037000.0,1921600.0,10.1,53241.67,1688088693.09,1483.92,5255.86,96848233962.0,38885064.0,177825.0
Alameda County,County,2020.0,818100.0,745100.0,73000.0,8.9,4147.03,145016660.81,1522.77,387.39,3554360577.0,1670834.0,2127.0
Alpine County,County,2020.0,510.0,450.0,60.0,11.7,64.14,1188491.32,763.98,8.74,25003688.0,1142.0,21895.0
Amador County,County,2020.0,14470.0,13120.0,1360.0,9.4,283.11,5595821.38,887.49,33.69,93869535.0,37676.0,2491.0
Butte County,County,2020.0,93200.0,84500.0,8700.0,9.4,782.36,14779603.9,950.12,96.26,458426158.0,210291.0,2180.0
Calaveras County,County,2020.0,21350.0,19690.0,1670.0,7.8,220.53,3867851.84,828.25,34.38,119563520.0,45023.0,2656.0
Colusa County,County,2020.0,10620.0,8880.0,1750.0,16.4,319.83,6331390.56,909.79,32.14,62213999.0,21902.0,2841.0
Contra Costa County,County,2020.0,546300.0,497200.0,49100.0,9.0,2347.4,72313087.77,1480.43,250.42,3686425494.0,1153561.0,3196.0
Del Norte County,County,2020.0,9430.0,8520.0,910.0,9.7,249.81,4318107.34,773.12,30.8,80567910.0,27298.0,2951.0
El Dorado County,County,2020.0,90900.0,83200.0,7700.0,8.5,612.28,13698931.83,1067.2,72.29,452579084.0,193227.0,2342.0
Fresno County,County,2020.0,445600.0,393800.0,51900.0,11.6,2559.04,49880444.75,1042.33,269.57,2027046000.0,1023358.0,1981.0
Glenn County,County,2020.0,12760.0,11610.0,1150.0,9.0,274.52,5143054.13,926.7,33.89,101525295.0,29400.0,3453.0
Humboldt County,County,2020.0,59800.0,54700.0,5100.0,8.5,513.06,9207337.19,920.71,73.76,0.0,133302.0,0.0
Imperial County,County,2020.0,71500.0,55400.0,16200.0,22.6,803.9,14671997.04,901.51,102.43,454294433.0,188777.0,2407.0
Inyo County,County,2020.0,8320.0,7660.0,660.0,8.0,228.96,4477564.44,895.66,25.08,85698339.0,18584.0,4611.0
Kern County,County,2020.0,386300.0,336800.0,49500.0,12.8,2269.23,46657748.59,1038.57,163.14,2030108956.0,917553.0,2213.0
Kings County,County,2020.0,57000.0,50300.0,6800.0,11.8,750.01,14747938.0,920.5,67.64,312684819.0,153608.0,2036.0
Lake County,County,2020.0,28460.0,25680.0,2780.0,9.8,341.9,5807313.98,840.23,70.74,165129158.0,64040.0,2579.0
Lassen County,County,2020.0,9410.0,8720.0,690.0,7.4,257.11,5641580.23,847.46,19.72,75598347.0,28833.0,2622.0
Los Angeles County,County,2020.0,4974700.0,4363300.0,611300.0,12.3,16597.7,482744595.13,1452.2,2112.41,29665296843.0,10172951.0,2916.0
Madera County,County,2020.0,61900.0,55100.0,6900.0,11.1,730.61,14059973.48,897.87,67.46,394482798.0,158147.0,2494.0
Marin County,County,2020.0,130600.0,121800.0,8900.0,6.8,974.49,32219666.58,1505.38,126.46,724036611.0,260831.0,2776.0
Mariposa County,County,2020.0,7200.0,6400.0,800.0,11.1,203.42,3482525.21,885.82,23.03,90940915.0,18067.0,5034.0
Mendocino County,County,2020.0,37160.0,33790.0,3370.0,9.1,427.89,7903958.1,900.56,64.81,280215500.0,87946.0,3186.0
Merced County,County,2020.0,115500.0,101000.0,14500.0,12.5,1013.83,18435874.85,887.82,93.86,616271020.0,283521.0,2174.0
Modoc County,County,2020.0,3180.0,2900.0,280.0,8.8,126.54,2194132.11,891.79,18.46,36154517.0,9570.0,3778.0
Mono County,County,2020.0,7880.0,6930.0,950.0,12.1,225.34,3829828.04,956.61,24.61,85126628.0,13464.0,6323.0
Monterey County,County,2020.0,214200.0,190300.0,23900.0,11.1,1538.5,31447419.0,1133.4,127.03,1284176785.0,441143.0,2911.0
Napa County,County,2020.0,68900.0,62700.0,6200.0,8.9,904.71,22129210.16,1234.39,80.12,426092391.0,139088.0,3063.0
Nevada County,County,2020.0,46780.0,42980.0,3800.0,8.1,403.32,8143249.56,983.55,55.69,219757698.0,98114.0,2240.0
Orange County,County,2020.0,1563800.0,1424300.0,139500.0,8.9,7299.18,208922087.66,1395.2,641.0,5145135700.0,3194332.0,1611.0
Placer County,County,2020.0,187000.0,173100.0,13900.0,7.4,1377.49,35205408.87,1170.27,127.64,848532528.0,403711.0,2102.0
Plumas County,County,2020.0,7630.0,6790.0,840.0,11.0,209.99,3942937.73,848.65,32.49,67049166.0,18260.0,3672.0
Riverside County,County,2020.0,1118900.0,1006200.0,112700.0,10.1,3887.0,77498935.18,1062.32,405.89,6194738173.0,2442304.0,2536.0
Sacramento County,County,2020.0,710800.0,643600.0,67200.0,9.4,3836.39,103686865.53,1264.73,387.38,3729073717.0,1555365.0,2398.0
San Benito County,County,2020.0,32500.0,29300.0,3200.0,9.9,354.35,7099752.94,1011.37,40.14,111357150.0,62353.0,1786.0
San Bernardino County,County,2020.0,972800.0,879300.0,93500.0,9.6,3933.01,82155016.86,1062.74,356.65,5120037434.0,2180537.0,2348.0
San Diego County,County,2020.0,1544300.0,1399300.0,145000.0,9.4,6724.64,192478086.87,1315.52,590.23,5635225070.0,3343355.0,1686.0
San Francisco County,County,2020.0,559000.0,514700.0,44300.0,7.9,4441.74,273640715.66,2095.96,430.2,2420077983.4,1307601.78,4678.16
San Joaquin County,County,2020.0,334800.0,296300.0,38400.0,11.5,1863.38,39224748.96,1064.92,145.52,1793082214.0,773632.0,2318.0
San Luis Obispo County,County,2020.0,134200.0,123700.0,10500.0,7.8,929.25,19803017.96,1030.42,95.67,711205642.0,277259.0,2565.0
San Mateo County,County,2020.0,438600.0,408300.0,30300.0,6.9,2741.08,160968839.48,1817.61,220.16,2151733853.0,773244.0,2783.0
Santa Barbara County,County,2020.0,218500.0,200700.0,17800.0,8.1,1441.83,33400551.16,1182.22,120.42,1073139218.0,451840.0,2375.0
Santa Clara County,County,2020.0,1023700.0,950800.0,72900.0,7.1,6169.88,404807648.2,1805.82,454.37,7450516719.0,1961969.0,3797.0
Santa Cruz County,County,2020.0,134800.0,121800.0,13100.0,9.7,872.2,20321142.22,1143.98,97.26,731115053.0,271233.0,2696.0
Shasta County,County,2020.0,73300.0,66700.0,6500.0,8.9,645.75,12602047.77,1012.77,81.03,377619981.0,178045.0,2121.0
Sierra County,County,2020.0,1290.0,1180.0,110.0,8.3,46.04,753176.33,724.62,11.77,24478377.0,3201.0,7647.0
Siskiyou County,County,2020.0,16970.0,15270.0,1700.0,10.0,270.37,4939406.79,884.48,38.38,112845888.0,44461.0,2538.0
Solano County,County,2020.0,201800.0,182100.0,19700.0,9.7,1114.45,29486897.25,1146.73,105.21,780313088.0,440224.0,1773.0
Sonoma County,County,2020.0,245700.0,226000.0,19700.0,8.0,1367.93,34357550.52,1242.71,152.49,1166181932.0,492980.0,2366.0
Stanislaus County,County,2020.0,242000.0,215500.0,26500.0,11.0,1496.95,31393786.01,1008.78,142.1,1370861708.0,557709.0,2458.0
Sutter County,County,2020.0,45500.0,40300.0,5200.0,11.4,554.76,10015233.27,936.28,69.24,216073972.0,100750.0,2145.0
Tehama County,County,2020.0,25670.0,23340.0,2330.0,9.1,381.78,7228692.69,879.14,51.09,153494265.0,65129.0,2357.0
Trinity County,County,2020.0,4540.0,4170.0,370.0,8.2,123.26,2177706.85,815.45,22.65,73552936.0,13548.0,5429.0
Tulare County,County,2020.0,202500.0,175200.0,27200.0,13.4,1489.93,26019358.56,918.34,122.38,960101337.0,479977.0,2000.0
Tuolumne County,County,2020.0,20180.0,18040.0,2140.0,10.6,312.0,6027707.11,949.61,37.26,175930052.0,54917.0,3204.0
Ventura County,County,2020.0,410100.0,374300.0,35800.0,8.7,2028.24,51217048.69,1230.89,190.91,2390613919.0,842886.0,2836.0
Yolo County,County,2020.0,104800.0,96700.0,8100.0,7.8,972.79,23960445.93,1165.6,81.72,462124660.0,221705.0,2084.0
Yuba County,County,2020.0,30700.0,27400.0,3300.0,10.6,357.46,7823864.44,882.23,34.84,214453192.0,78887.0,2718.0
California,State,2021.0,18956600.0,17568700.0,1387800.0,7.3,55050.78,1882285119.61,1591.88,5349.18,104706000000.0,38451431.0,179693.0
Alameda County,County,2021.0,811200.0,761800.0,49400.0,6.1,4267.15,155376281.73,1602.67,389.88,4788857663.0,1662370.0,2881.0
Alpine County,County,2021.0,510.0,470.0,40.0,8.2,74.91,1369804.23,572.66,9.37,20302313.0,1195.0,16989.0
Amador County,County,2021.0,14370.0,13360.0,1000.0,7.0,290.49,6057184.7,945.63,33.63,99390041.0,40287.0,2467.0
Butte County,County,2021.0,92000.0,85700.0,6300.0,6.9,790.42,15640196.67,1003.67,93.86,511083710.0,206640.0,2473.0
Calaveras County,County,2021.0,21560.0,20310.0,1250.0,5.8,226.32,4058077.43,856.39,34.92,125096675.0,45250.0,2765.0
Colusa County,County,2021.0,10650.0,9310.0,1340.0,12.5,340.94,6838471.72,913.21,33.43,71086236.0,21773.0,3265.0
Contra Costa County,County,2021.0,542800.0,508200.0,34600.0,6.4,2401.96,76341581.93,1539.07,253.99,4119717910.0,1161324.0,3547.0
Del Norte County,County,2021.0,9330.0,8620.0,710.0,7.6,249.37,4560821.39,840.28,29.75,87579546.0,27593.0,3174.0
El Dorado County,County,2021.0,91700.0,86400.0,5300.0,5.8,637.3,14602013.89,1110.77,73.73,447024720.0,191054.0,2340.0
Fresno County,County,2021.0,443500.0,403000.0,40500.0,9.1,2647.72,54565986.22,1103.47,274.01,2228506619.0,1009231.0,2208.0
Glenn County,County,2021.0,12600.0,11720.0,890.0,7.0,272.01,5323362.75,933.48,33.63,102989903.0,28788.0,3578.0
Humboldt County,County,2021.0,58800.0,55100.0,3700.0,6.3,524.6,9952637.16,980.85,74.66,0.0,133302.0,0.0
Imperial County,County,2021.0,68900.0,56800.0,12000.0,17.5,861.64,16250685.21,957.58,108.35,477678847.0,179488.0,2661.0
Inyo County,County,2021.0,8240.0,7750.0,490.0,5.9,229.32,4644649.76,927.33,24.73,91418869.0,18982.0,4816.0
Kern County,County,2021.0,385000.0,346800.0,38200.0,9.9,2371.74,50101083.38,1101.11,172.02,2078918057.0,907324.0,2291.0
Kings County,County,2021.0,55300.0,50000.0,5400.0,9.7,732.86,14490861.0,948.48,68.29,330476854.0,151059.0,2188.0
Lake County,County,2021.0,28380.0,26220.0,2170.0,7.6,350.42,6263651.23,864.38,70.36,179721526.0,67651.0,2657.0
Lassen County,County,2021.0,9140.0,8580.0,560.0,6.1,267.81,6065608.02,943.09,20.39,74364622.0,31132.0,2389.0
Los Angeles County,County,2021.0,5007600.0,4558900.0,448700.0,9.0,17147.79,529276196.68,1536.07,2145.83,31948687234.0,9931338.0,3217.0
Madera County,County,2021.0,62100.0,56600.0,5500.0,8.8,746.34,14825344.46,958.69,67.11,348226135.0,156385.0,2227.0
Marin County,County,2021.0,129200.0,123300.0,5900.0,4.5,962.81,33625008.12,1657.62,121.73,802539689.0,259512.0,3092.0
Mariposa County,County,2021.0,7040.0,6480.0,560.0,7.9,215.47,3917934.16,847.22,23.56,91827556.0,17066.0,5381.0
Mendocino County,County,2021.0,36740.0,34430.0,2310.0,6.3,436.59,8291208.16,951.45,62.75,319891957.0,90669.0,3528.0
Merced County,County,2021.0,115000.0,103100.0,11900.0,10.3,1033.13,19549964.81,921.85,94.74,670551110.0,281874.0,2379.0
Modoc County,County,2021.0,3190.0,2960.0,230.0,7.2,126.58,2289138.35,882.93,18.15,34113524.0,8606.0,3964.0
Mono County,County,2021.0,8290.0,7720.0,570.0,6.8,263.67,4627697.71,994.89,25.52,68042229.0,13299.0,5116.0
Monterey County,County,2021.0,211800.0,194200.0,17500.0,8.3,1584.82,33805082.34,1167.55,128.06,1352346165.0,435721.0,3104.0
Napa County,County,2021.0,68400.0,64300.0,4200.0,6.1,895.77,23483653.77,1313.86,77.48,434773819.0,137518.0,3162.0
Nevada County,County,2021.0,47260.0,44590.0,2670.0,5.7,417.19,8928518.46,1045.15,56.56,222366927.0,101919.0,2182.0
Orange County,County,2021.0,1557200.0,1464100.0,93100.0,6.0,7540.28,226830476.75,1481.48,658.04,5785486386.0,3169542.0,1825.0
Placer County,County,2021.0,189200.0,179600.0,9600.0,5.1,1465.69,39377185.45,1258.37,130.17,866840602.0,407517.0,2127.0
Plumas County,County,2021.0,7460.0,6760.0,700.0,9.4,205.29,4094931.16,882.77,31.77,69482558.0,19574.0,3550.0
Riverside County,County,2021.0,1130500.0,1047700.0,82800.0,7.3,4109.69,86492948.54,1131.76,416.37,5842413291.0,2424587.0,2410.0
Sacramento County,County,2021.0,718100.0,668400.0,49800.0,6.9,3908.0,110292453.76,1323.09,391.16,3905768915.0,1580624.0,2471.0
San Benito County,County,2021.0,31800.0,29400.0,2300.0,7.3,384.65,8076340.0,1062.65,41.59,132352718.0,64769.0,2043.0
San Bernardino County,County,2021.0,990000.0,916600.0,73500.0,7.4,4138.62,90679568.18,1136.13,368.3,5281337411.0,2182343.0,2420.0
San Diego County,County,2021.0,1544400.0,1444300.0,100100.0,6.5,6929.03,209093558.32,1397.0,594.53,6408547170.0,3288503.0,1949.0
San Francisco County,County,2021.0,547400.0,519600.0,27800.0,5.1,4432.6,330434440.86,2325.76,426.64,2420077983.4,1307601.78,4678.16
San Joaquin County,County,2021.0,336100.0,307300.0,28900.0,8.6,1936.15,42935767.96,1119.53,148.7,1901117609.0,782372.0,2430.0
San Luis Obispo County,County,2021.0,135100.0,127900.0,7200.0,5.3,963.27,21225515.71,1084.06,95.69,721409084.0,279710.0,2579.0
San Mateo County,County,2021.0,432400.0,412400.0,20000.0,4.6,2799.09,190564071.62,1992.69,216.34,2433618289.0,751596.0,3238.0
Santa Barbara County,County,2021.0,219400.0,206700.0,12700.0,5.8,1508.16,37238013.97,1254.21,122.32,1159950548.0,443674.0,2614.0
Santa Clara County,County,2021.0,1010100.0,961600.0,48500.0,4.8,6305.73,470680099.8,1960.88,460.87,8274514659.0,1907693.0,4337.0
Santa Cruz County,County,2021.0,132800.0,123600.0,9200.0,6.9,893.87,21449357.99,1218.3,97.84,833230708.0,266553.0,3126.0
Shasta County,County,2021.0,72800.0,67800.0,5000.0,6.9,660.65,13812935.51,1061.02,83.23,416002884.0,182020.0,2285.0
Sierra County,County,2021.0,1310.0,1230.0,80.0,6.1,50.11,828322.43,720.24,12.73,25272870.0,3225.0,7837.0
Siskiyou County,County,2021.0,16670.0,15310.0,1350.0,8.1,276.6,5276805.61,1083.65,37.8,115078652.0,43931.0,2620.0
Solano County,County,2021.0,200200.0,185400.0,14900.0,7.4,1098.49,28542747.59,1185.11,104.63,832349229.0,449964.0,1850.0
Sonoma County,County,2021.0,243100.0,229700.0,13500.0,5.5,1391.28,37574732.47,1336.94,151.29,1258534224.0,484674.0,2597.0
Stanislaus County,County,2021.0,239700.0,219700.0,20000.0,8.3,1524.15,33848519.53,1070.34,141.89,1326762312.0,551737.0,2405.0
Sutter County,County,2021.0,45300.0,41200.0,4000.0,8.9,539.9,10331487.14,963.39,67.71,234061626.0,98908.0,2366.0
Tehama County,County,2021.0,25560.0,23720.0,1840.0,7.2,384.03,7848963.62,936.59,48.66,162458910.0,65374.0,2485.0
Trinity County,County,2021.0,4550.0,4260.0,290.0,6.4,129.81,2469333.38,910.81,23.17,76892083.0,16050.0,4791.0
Tulare County,County,2021.0,200800.0,179500.0,21300.0,10.6,1522.11,27881689.77,956.89,125.54,1025069158.0,474032.0,2162.0
Tuolumne County,County,2021.0,20060.0,18600.0,1460.0,7.3,334.5,6737595.9,1013.42,38.9,169852642.0,54791.0,3100.0
Ventura County,County,2021.0,406600.0,381400.0,25200.0,6.2,2047.05,53379099.75,1276.81,192.22,2624017653.0,840093.0,3123.0
Yolo County,County,2021.0,106400.0,100100.0,6300.0,5.9,1007.96,25586855.81,1192.02,81.91,470498782.0,217237.0,2166.0
Yuba County,County,2021.0,30900.0,28300.0,2600.0,8.4,376.74,8776558.58,934.18,36.44,225148992.0,81988.0,2746.0
